HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.objects_to_find,Answer.annotation_data,Approve
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3OXV7EAXLG34YN06ISX208LI0W636S,A2JRM1LHKMHH5I,Approved,Tue Dec 18 08:59:58 PST 2018,Tue Dec 18 09:00:08 PST 2018,Fri Dec 21 09:00:08 PST 2018,2018-12-21 17:00:12 UTC,,10,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":495,""width"":21,""height"":28,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3P1L2B7AD32B3XWZOUNWDU1QLCUOL7,AB9EVC5RVEY2G,Approved,Mon Dec 17 16:24:41 PST 2018,Mon Dec 17 16:25:09 PST 2018,Thu Dec 20 16:25:09 PST 2018,2018-12-21 00:25:13 UTC,,28,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":609,""top"":497,""width"":16,""height"":26,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3PIWWX1FJLJR7WH25WJEPJ7CIO4JJW,A3ADP5EDYSB9HD,Approved,Mon Dec 17 02:00:53 PST 2018,Mon Dec 17 02:01:11 PST 2018,Thu Dec 20 02:01:11 PST 2018,2018-12-20 10:01:12 UTC,,18,100% (7/7),100% (7/7),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":607,""top"":494,""width"":21,""height"":35,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3PS7W85Z81FWFN0YVE652VGIK0QT9H,A1P1DPHU6UEAJD,Approved,Tue Dec 18 19:07:24 PST 2018,Tue Dec 18 19:07:43 PST 2018,Fri Dec 21 19:07:43 PST 2018,2018-12-22 03:08:12 UTC,,19,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":498,""width"":21,""height"":25,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3PW9OPU9PSXK6J3Q8M7GM2P9M1U129,A165OXQ6OK4M5Y,Approved,Mon Dec 17 16:25:34 PST 2018,Mon Dec 17 16:25:46 PST 2018,Thu Dec 20 16:25:46 PST 2018,2018-12-21 00:26:13 UTC,,12,100% (8/8),100% (8/8),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":598,""top"":495,""width"":40,""height"":32,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3R08VXYT7E8KTLGZBMDWBJWBTR77W6,A6SSA0N5J3ENM,Approved,Mon Dec 17 08:20:57 PST 2018,Mon Dec 17 08:21:12 PST 2018,Thu Dec 20 08:21:12 PST 2018,2018-12-20 16:22:12 UTC,,15,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":604,""top"":499,""width"":24,""height"":28,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3R3YRB5GRHGPKJPSNPAF3MD49FPAUG,A1TLKBW8KT7L6F,Approved,Sun Dec 16 18:33:37 PST 2018,Sun Dec 16 18:34:11 PST 2018,Wed Dec 19 18:34:11 PST 2018,2018-12-20 02:34:12 UTC,,34,100% (1/1),100% (1/1),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":601,""top"":499,""width"":30,""height"":23,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3RWE2M8QWJNGOG71YM100L9XSXI0NL,A39L5W9N08RN33,Approved,Sun Dec 16 17:54:51 PST 2018,Sun Dec 16 17:55:42 PST 2018,Wed Dec 19 17:55:42 PST 2018,2018-12-20 01:56:12 UTC,,51,100% (5/5),100% (5/5),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":623,""top"":490,""width"":13,""height"":15,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3RXPCZQMQROALDBX71S5O6JAWD2G1W,AUW6U0UX2VC7Q,Approved,Sun Dec 16 17:58:07 PST 2018,Sun Dec 16 17:58:23 PST 2018,Wed Dec 19 17:58:23 PST 2018,2018-12-20 01:59:12 UTC,,16,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":603,""top"":498,""width"":23,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3S06PH7KSTH79T165BRXILGDJOL1DC,AIM6UIPPVF05M,Approved,Mon Dec 17 04:20:23 PST 2018,Mon Dec 17 04:20:40 PST 2018,Thu Dec 20 04:20:40 PST 2018,2018-12-20 12:21:12 UTC,,17,100% (6/6),100% (6/6),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":607,""top"":500,""width"":20,""height"":21,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3SNLUL3WO606G2GWKGZ5C0TF3R0ULU,A2GM5BW75YCKKW,Approved,Sun Dec 16 20:49:03 PST 2018,Sun Dec 16 20:49:28 PST 2018,Wed Dec 19 20:49:28 PST 2018,2018-12-20 04:50:12 UTC,,25,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":603,""top"":494,""width"":29,""height"":32,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3TE3O85732L8ZO276GMVST7MRPK2RJ,A3V0N2XPQ26M0K,Approved,Fri Dec 21 19:27:53 PST 2018,Fri Dec 21 19:28:20 PST 2018,Mon Dec 24 19:28:20 PST 2018,2018-12-25 03:29:12 UTC,,27,100% (7/7),100% (7/7),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":610,""top"":499,""width"":11,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3TR2532VIR7FJ12VLDPPGF27XYK6JA,A36E1R5I2WOLKK,Approved,Tue Dec 18 22:31:29 PST 2018,Tue Dec 18 22:31:46 PST 2018,Fri Dec 21 22:31:46 PST 2018,2018-12-22 06:32:12 UTC,,17,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":612,""top"":503,""width"":17,""height"":22,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3TVRFO09GMSYX6ARPLASW7SJXQ2LXW,A1LFBXCTRXVWEV,Approved,Tue Dec 18 15:47:52 PST 2018,Tue Dec 18 15:49:11 PST 2018,Fri Dec 21 15:49:11 PST 2018,2018-12-21 23:49:13 UTC,,79,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":600,""top"":492,""width"":35,""height"":41,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3U088ZLJVM66BAGFQNSNW4MOLEZ0WZ,A6G9X0IYF5F71,Approved,Mon Dec 17 09:17:18 PST 2018,Mon Dec 17 09:17:32 PST 2018,Thu Dec 20 09:17:32 PST 2018,2018-12-20 17:18:12 UTC,,14,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":611,""top"":500,""width"":13,""height"":25,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3U84XHCDIEQR4T3LKBZW7B6JKKTZ4Z,A3B4OB0744S110,Approved,Fri Dec 21 18:14:00 PST 2018,Fri Dec 21 18:15:32 PST 2018,Mon Dec 24 18:15:32 PST 2018,2018-12-25 02:16:12 UTC,,92,100% (5/5),100% (5/5),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":609,""top"":499,""width"":17,""height"":22,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3UXUOQ9OKGANM8DWAHH4TUZK14U7AD,A14XECI3XLI39H,Approved,Sun Dec 16 19:15:44 PST 2018,Sun Dec 16 19:15:56 PST 2018,Wed Dec 19 19:15:56 PST 2018,2018-12-20 03:16:15 UTC,,12,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":603,""top"":494,""width"":27,""height"":35,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3V5Q80FXIZ4GGMH5VQLZAV46KED23T,AG8HHDGK9K769,Approved,Sun Dec 16 18:29:48 PST 2018,Sun Dec 16 18:30:03 PST 2018,Wed Dec 19 18:30:03 PST 2018,2018-12-20 02:30:12 UTC,,15,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":608,""top"":498,""width"":20,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3V5Q80FXIZ4GGMH5VQLZAV46KEV32C,A9WGDBDXUNLOD,Approved,Sun Dec 16 20:57:57 PST 2018,Sun Dec 16 20:58:04 PST 2018,Wed Dec 19 20:58:04 PST 2018,2018-12-20 04:58:12 UTC,,7,100% (3/3),100% (3/3),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":611,""top"":498,""width"":15,""height"":21,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3VAR3R6G1REGOQCGU5ES8PFK14X8OR,A10VMEX3R3EML1,Approved,Sun Dec 16 17:37:51 PST 2018,Sun Dec 16 17:38:00 PST 2018,Wed Dec 19 17:38:00 PST 2018,2018-12-20 01:38:12 UTC,,9,100% (6/6),100% (6/6),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":495,""width"":24,""height"":29,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3VFJCI1K41CYEIAE5V7KUX1N0CVGRT,A1I4UGT8ZJCB7J,Approved,Sun Dec 16 21:26:22 PST 2018,Sun Dec 16 21:26:56 PST 2018,Wed Dec 19 21:26:56 PST 2018,2018-12-20 05:27:12 UTC,,34,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":608,""top"":497,""width"":17,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3WRFBPLXRC1C586YH9JJ2J74VEWN37,A2LAKFHKHOR68X,Approved,Mon Dec 17 10:15:28 PST 2018,Mon Dec 17 10:16:11 PST 2018,Thu Dec 20 10:16:11 PST 2018,2018-12-20 18:16:12 UTC,,43,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":497,""width"":21,""height"":23,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3WYP994K1945EQXU7DQSQ2HV91J6YR,A2TPCM9J1ZDQM6,Approved,Tue Dec 18 16:58:48 PST 2018,Tue Dec 18 16:59:26 PST 2018,Fri Dec 21 16:59:26 PST 2018,2018-12-22 01:00:12 UTC,,38,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":605,""top"":496,""width"":21,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3X3OR7WPZ1D8I59JHDY0G8BQ622L83,AVWU9JDY5G81E,Approved,Mon Dec 17 00:14:58 PST 2018,Mon Dec 17 00:16:07 PST 2018,Thu Dec 20 00:16:07 PST 2018,2018-12-20 08:16:12 UTC,,69,100% (3/3),100% (3/3),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":603,""top"":493,""width"":25,""height"":31,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3X4MXAO0BI1UB40EK0B2G0NBUBWWR5,A4Y3MTQOJK31S,Approved,Tue Dec 18 06:30:00 PST 2018,Tue Dec 18 06:30:23 PST 2018,Fri Dec 21 06:30:23 PST 2018,2018-12-21 14:31:12 UTC,,23,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":601,""top"":489,""width"":38,""height"":36,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3YDTZAI2WZTU9XIDC0Q4FHM76DL14W,A2YGHO7OL1AGDL,Approved,Mon Dec 17 10:01:24 PST 2018,Mon Dec 17 10:01:36 PST 2018,Thu Dec 20 10:01:36 PST 2018,2018-12-20 18:02:12 UTC,,12,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":612,""top"":502,""width"":14,""height"":18,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3Z2R0DQ0JJRJQKX2KA2VTM83BD72E8,A1RSDFFZIVE5BO,Approved,Mon Dec 17 22:27:41 PST 2018,Mon Dec 17 22:28:48 PST 2018,Thu Dec 20 22:28:48 PST 2018,2018-12-21 06:29:14 UTC,,67,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":448,""top"":470,""width"":6,""height"":16,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,3018Q3ZVOK3X4RXBJVFAYBQK2FCRAI,A18OO00S4XGWE4,Approved,Sun Dec 16 16:34:32 PST 2018,Sun Dec 16 16:34:46 PST 2018,Wed Dec 19 16:34:46 PST 2018,2018-12-20 00:35:12 UTC,,14,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":68,""top"":503,""width"":25,""height"":34,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,308Q0PEVBAQ669KN1271OOE99A9I96,A2VPB8CKKJAZC2,Approved,Mon Dec 17 19:19:15 PST 2018,Mon Dec 17 19:19:27 PST 2018,Thu Dec 20 19:19:27 PST 2018,2018-12-21 03:20:12 UTC,,12,100% (8/8),100% (8/8),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":67,""top"":503,""width"":27,""height"":39,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,30H4UDGLT4VDUFQL361Q27L5WNFPMT,A2SYE7B32P48S8,Approved,Mon Dec 24 13:06:01 PST 2018,Mon Dec 24 13:06:21 PST 2018,Thu Dec 27 13:06:21 PST 2018,2018-12-27 21:07:12 UTC,,20,100% (4/4),100% (4/4),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":141,""top"":286,""width"":24,""height"":29,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,30LB5CDZNENA55LK1ACUV8G635N0ZO,A1TESF6YI97KRA,Approved,Thu Dec 20 23:30:25 PST 2018,Thu Dec 20 23:30:36 PST 2018,Sun Dec 23 23:30:36 PST 2018,2018-12-24 07:31:12 UTC,,11,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":555,""top"":376,""width"":20,""height"":25,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,31N2WW6R9T30HGTHJL06UEYVUF4F37,A3B4OB0744S110,Approved,Fri Dec 21 18:17:07 PST 2018,Fri Dec 21 18:19:39 PST 2018,Mon Dec 24 18:19:39 PST 2018,2018-12-25 02:20:12 UTC,,152,100% (5/5),100% (5/5),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":558,""top"":378,""width"":19,""height"":22,""label"":""face""}]",
3NRZ1LDP7XJA63RASTMIMPMSZ6PZPH,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Thu Jan 03 11:33:40 PST 2019,,31QTRG6Q2VQDOWFZM9P1W28C4RJYP5,A3ADP5EDYSB9HD,Approved,Mon Dec 17 02:01:11 PST 2018,Mon Dec 17 02:01:30 PST 2018,Thu Dec 20 02:01:30 PST 2018,2018-12-20 10:02:12 UTC,,19,100% (7/7),100% (7/7),0% (0/0),https://i.imgur.com/a61FO0S.jpg,target face,"[{""left"":65,""top"":504,""width"":33,""height"":37,""label"":""face""}]",
